city,year,lat,lon,primary_crop,koppen_baseline,risk_category,temp_mean,temp_max,rainfall_annual,wind_speed,humidity,n_dry_months,monsoon_onset_doy,sowing_window_miss,gdd_accumulation,crop_water_deficit,pre_monsoon_depth_mbgl,post_monsoon_depth_mbgl,depletion_rate,recharge_efficiency,gw_imputed,gaez_baseline_class,crop,gdd_min,water_req,sow_doy,max_temp,koppen_zone,koppen_zone_enc,dual_deficit,gdd_adequate,cvle_label
Delhi,2000,28.6139,77.209,Wheat,BSh,at_risk,24.673,30.522,666.9,3.963,73.28,9,131,0.3667,4648.05,0.0,4.04,5.365,-0.1283333333333332,0.0,1.0,5,wheat,1200,450,120,35,BSh,2,0,1,0
Delhi,2001,28.6139,77.209,Wheat,BSh,at_risk,24.721,30.621,598.6,3.86,73.517,8,136,0.5333,4573.55,0.0,6.32,5.41,2.28,0.0015,1.0,5,wheat,1200,450,120,35,BSh,2,0,1,0
Delhi,2002,28.6139,77.209,Wheat,BSh,at_risk,25.666,31.666,401.8,4.083,69.473,10,212,1.0,4888.8,0.286,5.98,5.825,-0.3399999999999998,0.0004,1.0,5,wheat,1200,450,120,35,BSh,2,0,1,0
Delhi,2003,28.6139,77.209,Wheat,BSh,at_risk,24.116,29.765,908.0,3.85,76.861,9,167,1.0,4557.15,0.0,6.735,4.85,0.7549999999999999,0.0021,1.0,5,wheat,1200,450,120,35,Cwa,5,0,1,0
Delhi,2004,28.6139,77.209,Wheat,BSh,at_risk,25.328,31.216,475.4,4.186,72.533,10,210,1.0,4749.8,0.1429,5.455,5.075,-1.2800000000000002,0.0008,1.0,5,wheat,1200,450,120,35,BSh,2,0,1,0
Delhi,2005,28.6139,77.209,Wheat,BSh,at_risk,24.729,30.615,719.2,4.043,70.875,9,173,1.0,4637.05,0.0,5.47,5.03,0.0149999999999996,0.0006,0.0,5,wheat,1200,450,120,35,BSh,2,0,1,0
Delhi,2006,28.6139,77.209,Wheat,BSh,at_risk,25.745,31.59,549.0,4.007,68.831,10,175,1.0,4699.15,0.0,5.39,5.205,-0.08,0.0003,0.0,5,wheat,1200,450,120,35,BSh,2,0,1,0
Delhi,2007,28.6139,77.209,Wheat,BSh,at_risk,25.23,31.018,649.3,4.038,71.836,7,166,1.0,4740.5,0.0,5.07,5.29,-0.3199999999999994,0.0,0.0,5,wheat,1200,450,120,35,BSh,2,0,1,0
Delhi,2008,28.6139,77.209,Wheat,BSh,at_risk,24.794,30.485,790.7,3.715,73.841,7,139,0.6333,4450.9,0.0,5.595,4.995,0.5249999999999995,0.0008,0.0,5,wheat,1200,450,120,35,Csa,4,0,1,0
Delhi,2009,28.6139,77.209,Wheat,BSh,at_risk,25.844,31.927,427.0,4.154,67.325,9,179,1.0,4811.6,0.1622,5.82,4.55,0.2250000000000005,0.003,0.0,5,wheat,1200,450,120,35,BSh,2,0,1,0
Delhi,2010,28.6139,77.209,Wheat,BSh,at_risk,25.669,31.473,886.0,3.875,73.034,9,183,1.0,4759.1,0.0,6.94,3.48,1.12,0.0039,0.0,5,wheat,1200,450,120,35,Csa,4,0,1,0
Delhi,2011,28.6139,77.209,Wheat,BSh,at_risk,24.632,30.283,656.6,3.769,76.439,8,174,1.0,4528.3,0.0,4.54,4.005,-2.4000000000000004,0.0008,0.0,5,wheat,1200,450,120,35,BSh,2,0,1,0
Delhi,2012,28.6139,77.209,Wheat,BSh,at_risk,24.531,30.274,573.8,4.059,71.893,9,186,1.0,4658.8,0.0,4.34,4.41,-0.2000000000000001,0.0,0.0,5,wheat,1200,450,120,35,BSh,2,0,1,0
Delhi,2013,28.6139,77.209,Wheat,BSh,at_risk,24.209,29.535,753.1,3.839,78.572,8,174,1.0,4546.65,0.0,4.77,3.36,0.4299999999999997,0.0019,0.0,5,wheat,1200,450,120,35,BSh,2,0,1,0
Delhi,2014,28.6139,77.209,Wheat,BSh,at_risk,24.74,30.434,493.6,3.94,72.976,9,173,1.0,4688.95,0.2029,3.86,5.71,-0.9099999999999996,0.0,0.0,5,wheat,1200,450,120,35,BSh,2,0,1,0
Delhi,2015,28.6139,77.209,Wheat,BSh,at_risk,24.608,30.112,814.9,3.832,76.948,8,184,1.0,4538.25,0.0,5.01,4.11,1.15,0.0011,0.0,5,wheat,1200,450,120,35,Cwa,5,0,1,0
Delhi,2016,28.6139,77.209,Wheat,BSh,at_risk,25.39,31.066,794.4,3.753,74.805,9,176,1.0,4651.55,0.0,3.165,3.695,-1.845,0.0,0.0,5,wheat,1200,450,120,35,Cwa,5,0,1,0
Delhi,2017,28.6139,77.209,Wheat,BSh,at_risk,25.225,30.843,546.1,4.448,74.969,8,165,1.0,4679.4,0.0,5.05,3.01,1.885,0.0037,0.0,5,wheat,1200,450,120,35,BSh,2,0,1,0
Delhi,2018,28.6139,77.209,Wheat,BSh,at_risk,25.002,30.667,702.3,4.27,74.584,8,176,1.0,4649.4,0.0,6.34,2.61,1.29,0.0053,0.0,5,wheat,1200,450,120,35,BSh,2,0,1,0
Delhi,2019,28.6139,77.209,Wheat,BSh,at_risk,24.726,30.004,572.2,4.282,76.804,9,185,1.0,4749.45,0.0371,4.875,4.345,-1.465,0.0009,0.0,5,wheat,1200,450,120,35,BSh,2,0,1,0
Delhi,2020,28.6139,77.209,Wheat,BSh,at_risk,24.316,29.799,582.1,4.306,78.111,8,187,1.0,4622.0,0.1153,5.152380952380953,3.595,0.03533333333333334,0.001304761904761905,0.0,5,wheat,1200,450,120,35,BSh,2,0,1,0
Delhi,2021,28.6139,77.209,Wheat,BSh,at_risk,24.858,30.322,780.4,4.292,76.361,8,191,1.0,4582.45,0.0,5.152380952380953,3.495,0.03533333333333334,0.001304761904761905,0.0,5,wheat,1200,450,120,35,Cwa,5,0,1,0
Delhi,2022,28.6139,77.209,Wheat,BSh,at_risk,25.21,30.879,707.3,4.575,74.548,7,166,1.0,4813.7,0.0,3.435,3.195,0.03533333333333334,0.0003,0.0,5,wheat,1200,450,120,35,BSh,2,0,1,0
Delhi,2023,28.6139,77.209,Wheat,BSh,at_risk,24.602,30.196,835.4,4.415,77.458,7,121,0.0333,4530.3,0.0,5.152380952380953,4.3745652173913046,0.03533333333333334,0.001304761904761905,,5,wheat,1200,450,120,35,Cwa,5,0,1,0
Delhi,2024,28.6139,77.209,Wheat,BSh,at_risk,25.133,30.724,1026.3,4.263,73.344,8,176,1.0,4754.25,0.0,5.152380952380953,4.3745652173913046,0.03533333333333334,0.001304761904761905,,5,wheat,1200,450,120,35,Cwa,5,0,1,0
Jaipur,2000,26.9124,75.7873,Mustard,BWh,at_risk,25.332,31.58,355.2,4.316,60.446,10,131,0.3667,4651.75,0.0,8.45,10.51,0.0,0.0,2.0,5,mustard,800,300,120,35,BWh,3,0,1,0
Jaipur,2001,26.9124,75.7873,Mustard,BWh,at_risk,25.032,31.214,370.5,3.918,63.18,10,134,0.4667,4518.7,0.0,15.135,10.5,6.6850000000000005,0.0125,2.0,5,mustard,800,300,120,35,BWh,3,0,1,0
Jaipur,2002,26.9124,75.7873,Mustard,BWh,at_risk,26.287,32.587,202.5,4.294,57.666,10,166,1.0,4918.55,0.4313,14.93,12.2,-0.205,0.0135,2.0,5,mustard,800,300,120,35,BWh,3,1,1,0
Jaipur,2003,26.9124,75.7873,Mustard,BWh,at_risk,24.663,30.609,564.7,4.011,66.268,9,169,1.0,4511.3,0.0,16.42,7.58,1.490000000000002,0.0157,2.0,5,mustard,800,300,120,35,BSh,2,0,1,0
Jaipur,2004,26.9124,75.7873,Mustard,BWh,at_risk,25.549,31.683,446.4,4.047,62.199,11,209,1.0,4711.15,0.0,12.2,9.72,-4.220000000000002,0.0056,2.0,5,mustard,800,300,120,35,BSh,2,0,1,0
Jaipur,2005,26.9124,75.7873,Mustard,BWh,at_risk,24.99,31.022,462.5,4.069,62.122,10,174,1.0,4562.4,0.0,12.2,10.68,0.0,0.0033,2.0,5,mustard,800,300,120,35,BSh,2,0,1,0
Jaipur,2006,26.9124,75.7873,Mustard,BWh,at_risk,25.898,31.851,316.4,3.976,60.75,9,174,1.0,4624.5,0.0343,12.1,11.9,-0.0999999999999996,0.0006,2.0,5,mustard,800,300,120,35,BWh,3,0,1,0
Jaipur,2007,26.9124,75.7873,Mustard,BWh,at_risk,25.39,31.345,504.0,3.911,63.613,9,166,1.0,4646.25,0.0,12.2,9.575,0.0999999999999996,0.0052,2.0,5,mustard,800,300,120,35,BSh,2,0,1,0
Jaipur,2008,26.9124,75.7873,Mustard,BWh,at_risk,25.022,30.928,526.4,3.811,64.188,8,160,1.0,4400.3,0.0,12.48,8.98,0.2800000000000011,0.0066,2.0,5,mustard,800,300,120,35,BSh,2,0,1,0
Jaipur,2009,26.9124,75.7873,Mustard,BWh,at_risk,26.264,32.369,319.5,4.191,59.768,10,188,1.0,4756.6,0.0177,11.28,8.805,-1.200000000000001,0.0077,2.0,5,mustard,800,300,120,35,BWh,3,0,1,0
Jaipur,2010,26.9124,75.7873,Mustard,BWh,at_risk,25.695,31.5,793.5,3.833,66.362,8,182,1.0,4749.1,0.0,12.24,7.555,0.9600000000000009,0.0059,2.0,5,mustard,800,300,120,35,Cwa,5,0,1,0
Jaipur,2011,26.9124,75.7873,Mustard,BWh,at_risk,24.622,30.405,594.2,3.725,68.745,8,171,1.0,4471.15,0.0,11.32,8.38,-0.92,0.0049,2.0,5,mustard,800,300,120,35,BSh,2,0,1,0
Jaipur,2012,26.9124,75.7873,Mustard,BWh,at_risk,24.541,30.478,622.3,3.936,64.104,9,187,1.0,4570.85,0.0,10.0,6.72,-1.3200000000000005,0.0053,2.0,5,mustard,800,300,120,35,BSh,2,0,1,0
Jaipur,2013,26.9124,75.7873,Mustard,BWh,at_risk,24.386,30.133,670.5,3.924,70.048,10,159,1.0,4481.05,0.0,11.65,8.95,1.6500000000000004,0.004,2.0,5,mustard,800,300,120,35,BSh,2,0,1,0
Jaipur,2014,26.9124,75.7873,Mustard,BWh,at_risk,24.548,30.294,463.9,3.868,67.988,9,195,1.0,4573.85,0.0,10.18,8.48,-1.4700000000000006,0.0037,2.0,5,mustard,800,300,120,35,BSh,2,0,1,0
Jaipur,2015,26.9124,75.7873,Mustard,BWh,at_risk,25.175,30.99,397.2,3.977,66.36,10,186,1.0,4562.4,0.0,10.42,11.97,0.2400000000000002,0.0,2.0,5,mustard,800,300,120,35,BSh,2,0,1,0
Jaipur,2016,26.9124,75.7873,Mustard,BWh,at_risk,25.776,31.674,608.2,3.811,64.828,10,176,1.0,4644.8,0.0,10.505,8.56,0.0850000000000008,0.0032,2.0,5,mustard,800,300,120,35,BSh,2,0,1,0
Jaipur,2017,26.9124,75.7873,Mustard,BWh,at_risk,25.729,31.425,424.1,4.291,63.328,9,169,1.0,4665.75,0.0,9.17,12.2,-1.3350000000000009,0.0,2.0,5,mustard,800,300,120,35,BSh,2,0,1,0
Jaipur,2018,26.9124,75.7873,Mustard,BWh,at_risk,25.751,31.566,695.5,4.397,62.822,8,176,1.0,4656.25,0.0,10.535,11.7,1.3650000000000002,0.0,2.0,5,mustard,800,300,120,35,BSh,2,0,1,0
Jaipur,2019,26.9124,75.7873,Mustard,BWh,at_risk,25.013,30.413,912.7,4.196,69.237,9,182,1.0,4661.7,0.0,8.5,6.53,-2.035,0.0022,2.0,5,mustard,800,300,120,35,Csa,4,0,1,0
Jaipur,2020,26.9124,75.7873,Mustard,BWh,at_risk,25.052,30.63,481.3,4.296,67.988,9,187,1.0,4657.85,0.0,11.600714285714286,6.5,0.0025000000000000356,0.0054285714285714284,2.0,5,mustard,800,300,120,35,BSh,2,0,1,0
Jaipur,2021,26.9124,75.7873,Mustard,BWh,at_risk,25.158,30.658,740.6,4.299,67.698,8,204,1.0,4548.05,0.0,11.600714285714286,3.37,0.0025000000000000356,0.0054285714285714284,2.0,5,mustard,800,300,120,35,BSh,2,0,1,0
Jaipur,2022,26.9124,75.7873,Mustard,BWh,at_risk,25.348,31.119,601.7,4.313,66.156,8,168,1.0,4684.85,0.0,11.7,3.235,0.0025000000000000356,0.0141,2.0,5,mustard,800,300,120,35,BSh,2,0,1,0
Jaipur,2023,26.9124,75.7873,Mustard,BWh,at_risk,24.847,30.545,587.7,4.284,69.632,9,142,0.7333,4440.1,0.0,11.600714285714286,8.895652173913044,0.0025000000000000356,0.0054285714285714284,,5,mustard,800,300,120,35,BSh,2,0,1,0
Jaipur,2024,26.9124,75.7873,Mustard,BWh,at_risk,25.314,30.854,790.8,4.084,67.798,8,175,1.0,4647.6,0.0,11.600714285714286,8.895652173913044,0.0025000000000000356,0.0054285714285714284,,5,mustard,800,300,120,35,Csa,4,0,1,0
Ahmedabad,2000,23.0225,72.5714,Cotton,BSh,at_risk,27.613,33.849,373.9,3.984,61.137,10,180,0.9333,2854.9,0.4673,9.04,12.355,-1.59,0.0,1.0,1,cotton,1800,700,152,40,BWh,3,1,1,0
Ahmedabad,2001,23.0225,72.5714,Cotton,BSh,at_risk,27.432,33.332,454.0,3.891,62.963,9,157,0.1667,2735.4,0.4,11.375,11.55,2.335000000000001,0.0,1.0,1,cotton,1800,700,152,40,BSh,2,0,1,0
Ahmedabad,2002,23.0225,72.5714,Cotton,BSh,at_risk,27.901,34.044,300.0,3.961,60.034,10,175,0.7667,2873.6,0.5786,11.295,11.6,-0.08,0.0,1.0,1,cotton,1800,700,152,40,BWh,3,1,1,0
Ahmedabad,2003,23.0225,72.5714,Cotton,BSh,at_risk,27.433,33.224,790.4,3.872,65.508,9,165,0.4333,2763.7,0.0,14.1,5.8,2.805,0.0105,1.0,1,cotton,1800,700,152,40,BSh,2,0,1,0
Ahmedabad,2004,23.0225,72.5714,Cotton,BSh,at_risk,27.374,33.232,863.6,3.701,65.455,9,164,0.4,2773.35,0.0,9.15,4.47,-4.949999999999999,0.0054,1.0,1,cotton,1800,700,152,40,Aw,1,0,1,0
Ahmedabad,2005,23.0225,72.5714,Cotton,BSh,at_risk,26.535,32.375,1077.3,3.679,67.053,8,172,0.6667,2715.65,0.0,7.98,2.075,-1.17,0.0055,0.0,1,cotton,1800,700,152,40,Aw,1,0,1,0
Ahmedabad,2006,23.0225,72.5714,Cotton,BSh,at_risk,27.105,32.725,1617.0,3.681,68.505,8,175,0.7667,2651.05,0.0,4.8,1.8,-3.1800000000000006,0.0019,0.0,1,cotton,1800,700,152,40,Aw,1,0,1,0
Ahmedabad,2007,23.0225,72.5714,Cotton,BSh,at_risk,27.178,32.795,1091.5,3.653,68.669,8,169,0.5667,2768.65,0.0,4.38,2.68,-0.4199999999999999,0.0016,0.0,1,cotton,1800,700,152,40,Aw,1,0,1,0
Ahmedabad,2008,23.0225,72.5714,Cotton,BSh,at_risk,26.767,32.45,783.9,3.735,67.933,8,178,0.8667,2619.05,0.0,6.48,3.38,2.1000000000000005,0.004,0.0,1,cotton,1800,700,152,40,BSh,2,0,1,0
Ahmedabad,2009,23.0225,72.5714,Cotton,BSh,at_risk,27.969,33.815,592.7,3.808,64.18,10,189,1.0,2859.8,0.1586,4.52,2.91,-1.9600000000000009,0.0027,0.0,1,cotton,1800,700,152,40,BSh,2,0,1,0
Ahmedabad,2010,23.0225,72.5714,Cotton,BSh,at_risk,28.014,33.605,1089.5,3.724,67.318,9,182,1.0,2924.95,0.0,6.45,2.45,1.9300000000000008,0.0037,0.0,1,cotton,1800,700,152,40,Aw,1,0,1,0
Ahmedabad,2011,23.0225,72.5714,Cotton,BSh,at_risk,27.175,32.74,819.7,3.739,67.695,9,185,1.0,2727.1,0.0,4.15,2.66,-2.3,0.0018,0.0,1,cotton,1800,700,152,40,BSh,2,0,1,0
Ahmedabad,2012,23.0225,72.5714,Cotton,BSh,at_risk,26.741,32.422,563.1,3.797,67.252,9,190,1.0,2766.35,0.196,11.395,5.05,7.244999999999999,0.0113,0.0,1,cotton,1800,700,152,40,BSh,2,0,1,0
Ahmedabad,2013,23.0225,72.5714,Cotton,BSh,at_risk,26.592,31.85,916.9,3.735,71.587,7,164,0.4,2658.8,0.0,7.22,2.3,-4.175,0.0054,0.0,1,cotton,1800,700,152,40,Aw,1,0,1,0
Ahmedabad,2014,23.0225,72.5714,Cotton,BSh,at_risk,27.178,32.672,693.2,3.655,68.967,9,194,1.0,2806.15,0.0247,4.16,3.89,-3.06,0.0004,0.0,1,cotton,1800,700,152,40,BSh,2,0,1,0
Ahmedabad,2015,23.0225,72.5714,Cotton,BSh,at_risk,27.623,33.287,610.6,3.73,65.925,11,170,0.6,2856.7,0.1904,3.18,3.16,-0.98,0.0,0.0,1,cotton,1800,700,152,40,BSh,2,0,1,0
Ahmedabad,2016,23.0225,72.5714,Cotton,BSh,at_risk,27.426,33.008,712.2,3.624,67.746,9,181,0.9667,2832.6,0.1494,4.75,3.98,1.5699999999999998,0.0011,0.0,1,cotton,1800,700,152,40,BSh,2,0,1,0
Ahmedabad,2017,23.0225,72.5714,Cotton,BSh,at_risk,27.639,33.192,1578.0,4.428,68.221,8,174,0.7333,2845.25,0.0,4.54,3.02,-0.2099999999999999,0.001,0.0,1,cotton,1800,700,152,40,Aw,1,0,1,0
Ahmedabad,2018,23.0225,72.5714,Cotton,BSh,at_risk,27.877,33.682,751.1,4.176,64.387,10,180,0.9333,2901.9,0.0,9.105,4.40159090909091,4.565,0.003165,0.0,1,cotton,1800,700,152,40,BSh,2,0,1,0
Ahmedabad,2019,23.0225,72.5714,Cotton,BSh,at_risk,27.512,32.769,1237.1,4.437,70.509,8,173,0.7,2933.6,0.0,9.2,2.3,0.0949999999999988,0.0056,0.0,1,cotton,1800,700,152,40,Aw,1,0,1,0
Ahmedabad,2020,23.0225,72.5714,Cotton,BSh,at_risk,27.725,33.169,1015.1,4.236,68.086,8,156,0.1333,2954.25,0.0,7.248095238095239,2.935,-0.07150000000000008,0.003165,0.0,1,cotton,1800,700,152,40,Aw,1,0,1,0
Ahmedabad,2021,23.0225,72.5714,Cotton,BSh,at_risk,27.891,33.346,1050.1,4.376,67.565,7,166,0.4667,2879.15,0.0,7.248095238095239,2.92,-0.07150000000000008,0.003165,0.0,1,cotton,1800,700,152,40,Aw,1,0,1,0
Ahmedabad,2022,23.0225,72.5714,Cotton,BSh,at_risk,28.016,33.907,1014.7,4.348,65.157,9,180,0.9333,2949.2,0.0,4.94,3.55,-0.07150000000000008,0.0014,0.0,1,cotton,1800,700,152,40,Aw,1,0,1,0
Ahmedabad,2023,23.0225,72.5714,Cotton,BSh,at_risk,27.976,33.676,1035.9,4.436,67.559,8,164,0.4,2893.4,0.0,7.248095238095239,4.40159090909091,-0.07150000000000008,0.003165,,1,cotton,1800,700,152,40,Aw,1,0,1,0
Ahmedabad,2024,23.0225,72.5714,Cotton,BSh,at_risk,28.196,33.587,1335.1,4.169,66.876,7,178,0.8667,2985.15,0.0,7.248095238095239,4.40159090909091,-0.07150000000000008,0.003165,,1,cotton,1800,700,152,40,Aw,1,0,1,0
Lucknow,2000,26.8467,80.9462,Sugarcane,Cwa,at_risk,24.909,30.447,787.0,3.979,76.355,8,153,1.0,3616.8,0.4905,4.51,2.755,0.455,0.0022,1.0,7,sugarcane,2500,1500,90,38,Csa,4,1,1,0
Lucknow,2001,26.8467,80.9462,Sugarcane,Cwa,at_risk,24.885,30.387,1081.4,3.775,77.515,7,134,1.0,3594.75,0.3957,3.975,2.445,-0.5349999999999997,0.0014,1.0,7,sugarcane,2500,1500,90,38,Cwa,5,0,1,0
Lucknow,2002,26.8467,80.9462,Sugarcane,Cwa,at_risk,25.508,31.066,730.7,4.117,76.027,9,176,1.0,3810.55,0.5743,3.935,2.51,-0.04,0.002,1.0,7,sugarcane,2500,1500,90,38,BSh,2,1,1,0
Lucknow,2003,26.8467,80.9462,Sugarcane,Cwa,at_risk,24.776,30.189,1425.6,3.866,78.347,8,167,1.0,3658.35,0.1072,5.455,1.96,1.52,0.0025,1.0,7,sugarcane,2500,1500,90,38,Csa,4,0,1,0
Lucknow,2004,26.8467,80.9462,Sugarcane,Cwa,at_risk,25.109,30.477,851.9,4.047,78.87,7,163,1.0,3692.0,0.5225,3.885,2.125,-1.5700000000000005,0.0021,1.0,7,sugarcane,2500,1500,90,38,Cwa,5,1,1,0
Lucknow,2005,26.8467,80.9462,Sugarcane,Cwa,at_risk,25.422,30.914,823.4,4.027,73.252,8,171,1.0,3729.85,0.4958,3.7,2.27,-0.1849999999999996,0.0017,0.0,7,sugarcane,2500,1500,90,38,Csa,4,1,1,1
Lucknow,2006,26.8467,80.9462,Sugarcane,Cwa,at_risk,26.044,31.583,676.8,4.013,73.136,9,151,1.0,3698.35,0.5793,4.26,3.69,0.5599999999999996,0.0008,0.0,7,sugarcane,2500,1500,90,38,BSh,2,1,1,1
Lucknow,2007,26.8467,80.9462,Sugarcane,Cwa,at_risk,25.51,30.848,973.3,4.017,75.789,7,162,1.0,3773.85,0.4233,5.25,2.9,0.9900000000000002,0.0024,0.0,7,sugarcane,2500,1500,90,38,Cwa,5,1,1,1
Lucknow,2008,26.8467,80.9462,Sugarcane,Cwa,at_risk,25.212,30.563,1443.9,3.826,76.363,8,153,1.0,3553.9,0.0517,6.025,2.465,0.7750000000000004,0.0025,0.0,7,sugarcane,2500,1500,90,38,Csa,4,0,1,0
Lucknow,2009,26.8467,80.9462,Sugarcane,Cwa,at_risk,26.023,31.65,789.3,4.302,73.167,8,178,1.0,3820.7,0.5683,5.6,2.715,-0.4250000000000007,0.0037,0.0,7,sugarcane,2500,1500,90,38,BSh,2,1,1,0
Lucknow,2010,26.8467,80.9462,Sugarcane,Cwa,at_risk,26.303,31.751,1027.3,4.007,75.099,9,179,1.0,3876.25,0.3605,5.6,3.54,0.0,0.002,0.0,7,sugarcane,2500,1500,90,38,Csa,4,0,1,0
Lucknow,2011,26.8467,80.9462,Sugarcane,Cwa,at_risk,25.175,30.577,1040.5,3.888,77.296,8,164,1.0,3614.05,0.3358,5.89,2.54,0.29,0.0032,0.0,7,sugarcane,2500,1500,90,38,Csa,4,0,1,0
Lucknow,2012,26.8467,80.9462,Sugarcane,Cwa,at_risk,25.28,30.869,936.1,4.075,72.688,9,184,1.0,3782.25,0.4286,5.82,2.59,-0.0699999999999994,0.0035,0.0,7,sugarcane,2500,1500,90,38,Csa,4,1,1,0
Lucknow,2013,26.8467,80.9462,Sugarcane,Cwa,at_risk,24.712,29.808,1160.1,3.941,80.322,6,151,1.0,3608.15,0.3723,5.22,2.89,-0.6000000000000005,0.002,0.0,7,sugarcane,2500,1500,90,38,Cwa,5,0,1,0
Lucknow,2014,26.8467,80.9462,Sugarcane,Cwa,at_risk,25.012,30.327,728.9,4.038,77.626,8,181,1.0,3762.8,0.6613,5.75,2.8709090909090906,0.5300000000000002,0.002225,0.0,7,sugarcane,2500,1500,90,38,Cwa,5,1,1,0
Lucknow,2015,26.8467,80.9462,Sugarcane,Cwa,at_risk,25.557,30.812,828.5,3.835,77.522,8,173,1.0,3718.7,0.5513,4.04,4.075,-1.71,0.0,0.0,7,sugarcane,2500,1500,90,38,Cwa,5,1,1,1
Lucknow,2016,26.8467,80.9462,Sugarcane,Cwa,at_risk,25.873,31.119,1022.3,3.882,77.582,8,166,1.0,3751.6,0.3775,6.61,4.785,2.5700000000000003,0.0018,0.0,7,sugarcane,2500,1500,90,38,Csa,4,0,1,0
Lucknow,2017,26.8467,80.9462,Sugarcane,Cwa,at_risk,25.655,31.013,936.0,4.28,78.348,8,177,1.0,3755.9,0.4048,5.575,3.15,-1.035,0.0026,0.0,7,sugarcane,2500,1500,90,38,Csa,4,1,1,0
Lucknow,2018,26.8467,80.9462,Sugarcane,Cwa,at_risk,25.507,31.167,1228.3,4.31,75.57,8,157,1.0,3734.8,0.1859,6.61,2.52,1.035,0.0033,0.0,7,sugarcane,2500,1500,90,38,Csa,4,0,1,0
Lucknow,2019,26.8467,80.9462,Sugarcane,Cwa,at_risk,25.272,30.463,1284.7,4.358,78.942,9,183,1.0,3799.15,0.2232,6.17,3.055,-0.4400000000000004,0.0024,0.0,7,sugarcane,2500,1500,90,38,Cwa,5,0,1,0
Lucknow,2020,26.8467,80.9462,Sugarcane,Cwa,at_risk,24.591,29.765,1296.1,3.963,82.272,5,129,1.0,3535.4,0.2554,5.201190476190476,3.485,0.10575000000000001,0.002225,0.0,7,sugarcane,2500,1500,90,38,Cwa,5,0,1,0
Lucknow,2021,26.8467,80.9462,Sugarcane,Cwa,at_risk,25.084,30.292,994.9,4.095,79.91,7,136,1.0,3564.55,0.3994,5.201190476190476,2.0,0.10575000000000001,0.002225,0.0,7,sugarcane,2500,1500,90,38,Cwa,5,0,1,0
Lucknow,2022,26.8467,80.9462,Sugarcane,Cwa,at_risk,25.592,31.178,1125.0,4.387,78.13,7,121,1.0,3863.05,0.4022,5.345,2.695,0.10575000000000001,0.0024,0.0,7,sugarcane,2500,1500,90,38,Cwa,5,1,1,0
Lucknow,2023,26.8467,80.9462,Sugarcane,Cwa,at_risk,25.395,30.915,1007.5,4.257,78.874,7,169,1.0,3677.45,0.4079,5.201190476190476,2.8709090909090906,0.10575000000000001,0.002225,,7,sugarcane,2500,1500,90,38,Cwa,5,1,1,1
Lucknow,2024,26.8467,80.9462,Sugarcane,Cwa,at_risk,25.669,31.043,1139.0,4.032,76.795,8,173,1.0,3871.65,0.3069,5.201190476190476,2.8709090909090906,0.10575000000000001,0.002225,,7,sugarcane,2500,1500,90,38,Csa,4,0,1,0
Hyderabad,2000,17.385,78.4867,Groundnut,BSh,at_risk,25.911,30.941,784.5,4.386,74.125,9,125,0.0,3192.65,0.0,12.46,7.06,-0.2533333333333332,0.0069,1.0,1,groundnut,1600,500,152,40,BSh,2,0,1,0
Hyderabad,2001,17.385,78.4867,Groundnut,BSh,at_risk,26.343,31.26,659.8,4.632,73.883,8,153,0.0333,3316.6,0.0,12.52,5.85,0.0599999999999987,0.0101,1.0,1,groundnut,1600,500,152,40,BSh,2,0,1,0
Hyderabad,2002,17.385,78.4867,Groundnut,BSh,at_risk,26.466,31.506,561.8,4.624,73.487,9,153,0.0333,3337.35,0.0616,12.765,9.98,0.245000000000001,0.005,1.0,1,groundnut,1600,500,152,40,BSh,2,0,1,0
